序号,消息id,发送方,消息格式,消息内容,时间
50,862606100017080,买家,text,口红奶茶色和21明亮色哪个显白？,2026-06-02 11:34:40.030
50,862606100017122,商家,picture,https://img.example.com/seller/shade_card/713280.jpg,2026-06-02 11:34:56.995
50,862606100017171,商家,text,显白推荐03健康色，冷调更提气色，黄皮涂也不荧光~,2026-06-02 11:35:12.920
50,862606100017208,买家,text,持久度如何，一天要补妆吗,2026-06-02 11:37:24.406
50,862606100017240,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-02 11:37:45.543
50,862606100017285,买家,text,好，听你的拍枫叶红,2026-06-02 11:39:52.797
50,862606100017333,商家,text,好眼光！这个色号是我们家断货王，现在拍还送洁面起泡网哦❤,2026-06-02 11:40:17.926
51,862606100017417,买家,text,口红番茄色和豆沙色哪个显白？,2026-06-02 11:34:29.413
51,862606100017476,买家,text,怎么没人说话，无语,2026-06-02 11:36:10.959
51,862606100017509,商家,picture,https://img.example.com/seller/shade_card/602407.jpg,2026-06-02 11:36:45.884
51,862606100017592,商家,text,这是色卡图哦~偏黄皮建议选番茄色，自然贴肤不假白,2026-06-02 11:37:05.804
51,862606100017681,买家,text,持久度如何，一天要补妆吗！！,2026-06-02 11:38:38.277
51,862606100017765,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-02 11:39:41.475
51,862606100017842,买家,text,行，那我试试,2026-06-02 11:41:20.832
51,862606100017878,买家,text,还在吗？我很急,2026-06-02 11:48:00.681
51,862606100017968,商家,text,好眼光！这个色号是我们家断货王，现在拍还送洁面起泡网哦❤,2026-06-02 11:48:37.564
52,862606100018058,买家,text,粉底液怎么选色号呀？我皮肤偏黄,2026-06-02 11:41:45.057
52,862606100018152,商家,text,在的呢，您说~,2026-06-02 11:42:31.099
52,862606100018186,商家,picture,https://img.example.com/seller/shade_card/651636.jpg,2026-06-02 11:42:54.217
52,862606100018249,商家,text,这是色卡图哦~偏黄皮建议选21明亮色，自然贴肤不假白,2026-06-02 11:43:05.125
52,862606100018335,买家,text,遮瑕力怎么样,2026-06-02 11:44:34.879
52,862606100018424,商家,text,中等偏上遮瑕，日常痘印黑眼圈都能遮，厚涂也不卡纹~,2026-06-02 11:45:37.036
53,862606100018519,买家,text,老客户了，卸妆膏能给点优惠不,2026-06-02 11:58:15.514
53,862606100018556,商家,text,感谢一直以来的支持！给您申请了老客专属9折券，下单自动生效哦,2026-06-02 11:59:15.039
53,862606100018644,买家,text,券在哪里领,2026-06-02 12:02:08.933
53,862606100018731,商家,text,券已发放到您的账户「我的优惠券」里啦，24小时内有效，记得使用哦~,2026-06-02 12:02:37.149
54,862606100018776,买家,text,亲，在不在,2026-06-02 11:59:35.157
54,862606100018838,买家,text,用了玻尿酸补水精华液第二天脸上起了小红疹，还有点痒，怎么办,2026-06-02 11:59:46.934
54,862606100018874,商家,text,您好，先别担心~请立即停用并用清水洁面，避免叠加其他功效产品，如持续加重建议及时就医哦,2026-06-02 12:00:35.257
54,862606100018957,买家,text,需要我提供什么凭证，什么服务态度,2026-06-02 12:01:29.864
54,862606100019016,买家,text,？？？,2026-06-02 12:06:05.956
54,862606100019107,商家,text,过敏支持退货的呢，麻烦提供皮肤状况照片，这边登记后为您办理退款，运费我们承担~,2026-06-02 12:06:49.780
54,862606100019175,买家,picture,https://img.example.com/buyer/skin/404036.jpg,2026-06-02 12:07:34.667
54,862606100019239,商家,text,收到照片啦，已帮您登记过敏售后，退款将在1-3个工作日原路退回，祝您皮肤早日恢复~,2026-06-02 12:08:18.481
55,862606100019283,买家,text,下单地址填错了,2026-06-02 12:35:17.276
55,862606100019345,买家,text,能帮我从杭州西湖改到昆明五华吗？订单号20260652218365,2026-06-02 12:35:29.585
55,862606100019395,商家,text,您好~帮您看下订单状态，如果还没出库可以直接改，请把完整的新地址发我一下哦,2026-06-02 12:35:58.856
55,862606100019455,买家,text,昆明五华xx路105号26栋2435室,2026-06-02 12:37:57.316
55,862606100019539,买家,text,收件人电话不变,2026-06-02 12:38:14.459
55,862606100019599,商家,text,订单已出库的话地址改不了了，这边帮您联系快递做拦截改址，一般1-2天内有结果哦,2026-06-02 12:39:08.134
56,862606100019659,买家,text,618价格和现在比哪个划算？,2026-06-02 12:53:29.254
56,862606100019739,商家,text,在的呢，您说~,2026-06-02 12:54:10.289
56,862606100019789,商家,text,当前是月度大促价，和618基本持平，还多送赠品，建议趁活动囤哦~,2026-06-02 12:54:31.071
56,862606100019877,买家,text,好嘞，那我现在拍,2026-06-02 12:54:49.811
56,862606100019956,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-02 12:55:45.262
57,862606100020020,买家,text,神经酰胺修护面霜的批号在哪里看？我想查保质期,2026-06-02 14:15:04.912
57,862606100020062,买家,text,速度啊姐妹,2026-06-02 14:19:12.961
57,862606100020137,商家,text,批号在瓶底/管尾喷码，格式如8778A65，保质期3年，详情页也有批次说明哦,2026-06-02 14:19:54.136
57,862606100020191,买家,picture,https://img.example.com/buyer/batch/161181.jpg,2026-06-02 14:20:40.170
57,862606100020264,商家,text,帮您查过啦，这个批次生产日期是2026年2月，保质期到2029年，很新鲜的哦~,2026-06-02 14:21:21.675
58,862606100020330,买家,text,水杨酸祛痘棉片怎么用呀，早晚都要用吗,2026-06-02 14:45:46.445
58,862606100020369,商家,text,您好~水杨酸祛痘棉片建议早晚洁面后使用，取黄豆大小均匀涂抹全脸，避开眼周哦,2026-06-02 14:46:22.353
59,862606100020462,买家,text,在吗,2026-06-02 14:45:59.446
59,862606100020538,买家,text,首页领的优惠券怎么用不了？,2026-06-02 14:46:18.397
59,862606100020604,商家,text,亲，麻烦截图发我看下券的使用条件哦，部分券限品类或有门槛金额~,2026-06-02 14:47:41.670
60,862606100020673,买家,text,我是干皮,2026-06-02 14:54:56.555
60,862606100020740,买家,text,能用维C亮肤精华吗,2026-06-02 14:55:16.276
60,862606100020828,商家,text,亲，干皮是可以用的，建议首次先在耳后或手臂内侧试用，无不适再上脸~,2026-06-02 14:56:42.732
60,862606100020890,买家,text,学生党适合吗,2026-06-02 14:59:06.977
60,862606100020949,商家,text,适合的，成分温和基础保湿为主，年轻肌肤日常护理完全OK~,2026-06-02 14:59:54.827
61,862606100021007,买家,text,在么在么,2026-06-02 14:59:16.068
61,862606100021088,买家,text,持妆无瑕粉底液我一直回购，最近怎么涨价了,2026-06-02 14:59:28.894
61,862606100021138,买家,text,喂？,2026-06-02 15:05:33.605
61,862606100021234,商家,text,亲，前段时间是大促价，现在恢复日常价啦，不过老客户这边可以给您申请一张回购专属券~,2026-06-02 15:06:27.209
61,862606100021330,买家,text,那还行，我拍两瓶,2026-06-02 15:07:39.927
61,862606100021361,商家,text,好嘞~两瓶还能凑到满减，帮您备注优先发货❤,2026-06-02 15:08:19.574
62,862606100021402,买家,text,双头遮瑕笔用了半个多月,2026-06-02 15:04:32.789
62,862606100021493,买家,text,感觉没什么效果啊,2026-06-02 15:04:49.248
62,862606100021543,买家,text,回个话啊,2026-06-02 15:10:42.537
62,862606100021602,商家,text,您好~护肤品见效需要周期，建议连续使用满28天（一个皮肤代谢周期）再观察，同时注意防晒和作息哦,2026-06-02 15:11:14.072
62,862606100021635,买家,text,那我再坚持用用看,2026-06-02 15:13:43.150
62,862606100021700,买家,text,怎么没人说话，无语,2026-06-02 15:19:31.530
62,862606100021783,商家,text,嗯嗯，有任何皮肤问题随时来咨询，我们有专业护肤顾问1对1解答哦~,2026-06-02 15:20:16.853
63,862606100021846,买家,text,客服客服,2026-06-02 15:26:39.250
63,862606100021932,买家,text,你们家维C亮肤精华是正品吗？比专柜便宜好多,2026-06-02 15:26:55.302
63,862606100022021,商家,text,您好~我们是品牌官方授权店铺，支持专柜验货，假一赔十，价格低是因为有平台补贴哦,2026-06-02 15:28:13.615
64,862606100022111,买家,text,我拍了泥膜清洁面膜，今天能发货吗？寄到南京鼓楼,2026-06-02 15:31:38.822
64,862606100022185,买家,text,能改发顺丰吗，我补差价,2026-06-02 15:31:55.218
64,862606100022264,商家,text,您好~现货48小时内发出，默认京东物流，到南京鼓楼一般3天左右哦,2026-06-02 15:32:17.441
64,862606100022328,商家,text,可以备注改发顺丰的，差价这边帮您申请免掉，请稍等~,2026-06-02 15:32:39.456
65,862606100022394,买家,text,七天无理由是从签收当天算吗？,2026-06-02 15:55:01.604
65,862606100022463,商家,text,您好，是从签收次日起算7天哦，期间未拆封可直接申请退货，运费险会自动理赔~,2026-06-02 15:56:18.454
65,862606100022523,买家,text,运费谁出？,2026-06-02 15:58:00.718
65,862606100022574,商家,text,质量/过敏问题运费我们承担；个人原因退货运费需要您承担哦，有运费险的话会自动理赔~,2026-06-02 15:58:47.678
66,862606100022649,买家,text,下单地址填错了,2026-06-02 15:56:52.725
66,862606100022726,买家,text,能帮我从昆明五华改到南京鼓楼吗？订单号20260624825146,2026-06-02 15:56:58.628
66,862606100022799,买家,text,在不在啊,2026-06-02 16:00:11.417
66,862606100022858,商家,text,您好~帮您看下订单状态，如果还没出库可以直接改，请把完整的新地址发我一下哦,2026-06-02 16:00:32.657
66,862606100022902,买家,text,南京鼓楼xx路51号16栋1250室,2026-06-02 16:00:50.823
66,862606100022991,买家,text,收件人电话不变,2026-06-02 16:01:04.043
66,862606100023035,商家,text,订单已出库的话地址改不了了，这边帮您联系快递做拦截改址，一般1-2天内有结果哦,2026-06-02 16:01:52.963
66,862606100023112,买家,text,好的，麻烦了,2026-06-02 16:02:46.929
66,862606100023164,商家,text,不客气~有其他问题随时找我哦❤,2026-06-02 16:03:33.914
67,862606100023242,买家,text,干皮用氨基酸温和洁面乳会闷痘吗,2026-06-02 16:15:11.244
67,862606100023287,商家,text,您好，客服小美很高兴为您服务~,2026-06-02 16:15:56.961
67,862606100023353,商家,text,亲，干皮是可以用的，建议首次先在耳后或手臂内侧试用，无不适再上脸~,2026-06-02 16:16:19.497
67,862606100023396,买家,text,孕妇可以用吗,2026-06-02 16:16:40.661
67,862606100023468,商家,text,这款不含视黄醇和水杨酸，但孕期皮肤比较敏感，建议咨询医生后再使用更稳妥哦~,2026-06-02 16:17:23.569
68,862606100023548,买家,text,亲，双头遮瑕笔适合秋冬用吗，会不会不够滋润,2026-06-02 16:55:03.933
68,862606100023601,商家,text,亲亲您好，双头遮瑕笔含高浓度活性成分，主打改善痘印和提亮肤色，需要连续使用28天以上效果更明显哦,2026-06-02 16:55:38.868
68,862606100023662,买家,text,多久能看到效果呀,2026-06-02 16:56:10.959
68,862606100023726,商家,text,一般连续使用2-4周会感觉皮肤状态改善，个体有差异哦，建议配合防晒效果更好~,2026-06-02 16:56:27.357
68,862606100023819,买家,text,会不会很油腻,2026-06-02 16:57:21.764
68,862606100023851,商家,text,质地比较清爽，上脸好推开易吸收，油皮宝宝也可以放心使用的~,2026-06-02 16:57:36.328
68,862606100023923,买家,text,了解了，我考虑一下,2026-06-02 17:00:25.695
68,862606100023958,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-02 17:01:19.929
69,862606100023996,买家,text,你好,2026-06-02 17:16:01.556
69,862606100024044,买家,text,订单20260672674074什么时候发货？都两天了,2026-06-02 17:16:09.882
69,862606100024137,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-02 17:17:00.705
69,862606100024206,买家,text,别跟我说一般，给个准话今天发不发,2026-06-02 17:19:18.313
69,862606100024274,商家,text,理解您着急的心情，刚和仓库确认过，您的包裹今天一定发出，请放心~,2026-06-02 17:20:03.507
69,862606100024333,买家,text,OK,2026-06-02 17:21:42.080
69,862606100024406,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-02 17:22:41.211
70,862606100024485,买家,text,买错了，想把控油清爽乳液换成玫瑰纯露爽肤水，怎么操作,2026-06-02 18:18:53.819
70,862606100024549,商家,text,亲，换货可以直接在订单页申请「换货」，选好新款式，我们收到退件后48小时内发出新品~,2026-06-02 18:19:50.786
70,862606100024586,买家,text,运费谁出？,2026-06-02 18:21:26.957
70,862606100024671,商家,text,质量/过敏问题运费我们承担；个人原因退货运费需要您承担哦，有运费险的话会自动理赔~,2026-06-02 18:22:56.178
71,862606100024764,买家,text,用了双头遮瑕笔第二天脸上起了小红疹，还有点痒，怎么办,2026-06-02 18:33:00.044
71,862606100024860,商家,text,您好，先别担心~请立即停用并用清水洁面，避免叠加其他功效产品，如持续加重建议及时就医哦,2026-06-02 18:34:15.638
71,862606100024953,买家,text,需要我提供什么凭证,2026-06-02 18:36:01.785
71,862606100025011,商家,text,过敏支持退货的呢，麻烦提供皮肤状况照片，这边登记后为您办理退款，运费我们承担~,2026-06-02 18:37:04.719
71,862606100025081,买家,picture,https://img.example.com/buyer/skin/425543.jpg,2026-06-02 18:38:16.444
71,862606100025125,商家,text,收到照片啦，已帮您登记过敏售后，退款将在1-3个工作日原路退回，祝您皮肤早日恢复~,2026-06-02 18:39:15.354
72,862606100025188,买家,text,这个第二件半价的券能和店铺券叠加吗,2026-06-02 19:01:42.663
72,862606100025229,商家,text,可以叠加的呢！平台券+店铺券+赠品，到手价比日常划算很多，现在入手很合适~,2026-06-02 19:02:11.416
73,862606100025287,买家,text,在吗？,2026-06-02 19:36:42.439
73,862606100025366,买家,text,干皮用视黄醇抗皱晚霜会闷痘吗,2026-06-02 19:36:51.319
73,862606100025439,买家,text,学生党适合吗,2026-06-02 19:37:01.150
73,862606100025492,商家,text,您好~视黄醇抗皱晚霜配方温和无酒精无香精，干皮也可以放心使用哦,2026-06-02 19:37:38.946
